lon,lat,magt_2010,magt_2023,dmagt,alt_2010,alt_2023,dalt
62.751814172169176,55.50240982932464,3.7308676,4.0937495,0.3628819,4.420314,4.647566,0.227252
63.003342451722645,55.50240982932464,3.963392,4.5191445,0.5557525,4.744548,5.004598,0.2600503
63.24588757843491,55.50240982932464,4.7332315,4.8502283,0.116996765,5.59408,5.9046907,0.31061077
63.49741585798838,55.50240982932464,4.342706,4.6632786,0.32057238,5.394409,5.6692104,0.27480125
63.74894413754185,55.50240982932464,4.06993,4.3100147,0.24008465,4.7895994,5.4519644,0.66236496
64.00047241709531,55.50240982932464,4.6590557,4.5166607,-0.14239502,5.9094977,5.863232,-0.046265602
64.25200069664878,55.50240982932464,4.442908,4.8439937,0.40108585,4.5218706,5.760528,1.2386575
64.50352897620225,55.50240982932464,4.3032055,4.523229,0.22002363,4.9065824,5.505681,0.5990987
64.74607410291452,55.50240982932464,4.3660054,4.7361426,0.3701372,5.068534,5.4852905,0.41675663
64.99760238246797,55.50240982932464,4.167883,4.2288394,0.060956478,5.075732,5.2172236,0.14149141
65.24913066202144,55.50240982932464,4.0246367,4.3590856,0.3344488,5.8036456,6.022293,0.21864748
65.50065894157491,55.50240982932464,4.6586266,4.632674,-0.02595234,5.489445,6.094441,0.6049957
65.75218722112838,55.50240982932464,4.7655373,4.8705373,0.10500002,5.6785474,5.978551,0.30000353
66.00371550068185,55.50240982932464,4.7406244,4.830099,0.08947468,5.0509,5.273603,0.22270298
66.24626062739412,55.50240982932464,4.414243,4.781235,0.366992,5.6380033,6.2326384,0.594635
66.49778890694758,55.50240982932464,4.8638034,5.039308,0.17550468,5.935053,5.9563665,0.021313667
66.74931718650105,55.50240982932464,4.705528,4.761738,0.05621004,5.4218264,6.0618052,0.6399789
67.00084546605451,55.50240982932464,4.455301,4.446838,-0.008462906,5.8496284,6.0805416,0.23091316
67.25237374560798,55.50240982932464,4.250348,4.5355678,0.28521967,5.397128,5.761927,0.36479902
67.50390202516145,55.50240982932464,4.633576,4.856231,0.2226553,5.45805,4.958179,-0.49987078
67.74644715187371,55.50240982932464,4.5787187,4.438108,-0.1406107,3.88481,4.192427,0.3076172
67.99797543142718,55.50240982932464,4.7895565,4.7706933,-0.018863201,5.4433904,5.7012777,0.25788736
68.24950371098065,55.50240982932464,4.8202167,4.5849648,-0.2352519,5.7505755,6.2446537,0.49407816
68.50103199053412,55.50240982932464,4.354849,4.1696754,-0.18517351,4.095775,4.072539,-0.023236275
68.75256027008759,55.50240982932464,4.7027297,4.6634293,-0.03930044,5.541308,6.0273967,0.48608875
69.00408854964105,55.50240982932464,4.369356,5.007871,0.638515,5.456043,5.978095,0.5220523
69.24663367635331,55.50240982932464,3.73022,4.289903,0.5596831,3.7646923,5.724869,1.9601765
69.49816195590678,55.50240982932464,4.489778,4.550246,0.06046772,5.1814866,5.1522865,-0.029200077
69.74969023546025,55.50240982932464,4.458825,4.4395857,-0.019239426,5.189502,5.138014,-0.051487923
70.00121851501372,55.50240982932464,4.7711916,4.8024216,0.031229973,5.7911887,6.189507,0.3983183
70.25274679456719,55.50240982932464,4.431005,5.1337194,0.70271444,5.605649,6.0560756,0.45042658
70.50427507412064,55.50240982932464,4.289016,4.6275673,0.33855152,5.2162266,5.4315166,0.21529007
70.74682020083291,55.50240982932464,4.4006715,4.9313927,0.5307212,5.2739353,5.573951,0.30001545
70.99834848038638,55.50240982932464,4.8294125,4.730688,-0.098724365,5.8894873,5.968903,0.0794158
71.24987675993985,55.50240982932464,4.5152044,4.948873,0.4336686,5.6910467,6.0791016,0.38805485
71.50140503949332,55.50240982932464,5.134648,4.9223237,-0.21232414,5.831279,5.7117386,-0.119540215
71.75293331904679,55.50240982932464,4.412162,4.5940475,0.18188572,5.7933326,5.9229436,0.12961102
72.00446159860024,55.50240982932464,4.713551,5.0457654,0.33221436,5.5078516,5.872082,0.36423063
72.24700672531252,55.50240982932464,4.862338,5.010958,0.14862013,5.7491593,5.7645545,0.0153951645
